first_name,last_name,street_num,address_1,address_2,suburb,postcode,state,DOB,SSN
 emiily, reid,24, luehmann street, tawonga rdside, rose bay,2350, nsw,19190825,240-8163
 timothy, jolly,13, mcmahon court, callatoota, hill end,3075, nsw,19721103,375-1485
 joshua, webb,1, perry drive, shire clerk, greenwood,2583, wa,19411204,788-3180
 jason, mcmullen, , musgrave street, black creek, ingham,2820, qld,19280901,454-7398
 jordan, ryan,5, schutt street, euroka, o'connor,4306, vic,19030111,165-9852
 jasper, kuiters,109, ellenborough street, kalinda park, burwood east,3180, qld,19280512,915-0558
 phillip, nguyen,83, clark place, wollongbar, st kilda,3808, nsw,19351123,979-9704
 jack, browne,80, bargang crescent, tulgeywood, carlingford,3163, qld,19131123,284-3200
 jake, elphick,26, olympus way, melita, burnett heads,2064, qld,19070201,472-4453
 kyle, lowe,21, bungonia street, eight mile, loftus,4868, qld,19821215,741-6603
 noah, bishop,23, shannon circuit, eriswell park, south perth,4551, nsw,19210214,510-0494
 madelyn, blizard,6, southwood retreat, hoxton park, northgate,2067, vic,19540215,234-1148
 jacob, callahan,107, lyrebird place, , burwood,6152, wa,19220110,436-0694
 karla, wilkins,66, clifford crescent, talgarth, oatlands,2323, nt,19590520,351-1629
 garth, clarke,11, yampi place, thistledoo, noble park,5608, vic,19760322,957-4946
 trey, tiller,43, deamer crescent, cherrybank, campbelltown,2063, sa,19940208,712-1752
 alisa, clarke,25, langdon avenue, cliffdon park, eaglehawk,2100, nsw,19760105,190-2858
 taylah, berry,56, corbin place, honey patch, brighton-le-sands,3041, vic,19650831,778-6757
 caleb, roberts-yates,40, millpost close, bandera, cobar,3500, qld,19670914,539-9458
 christopher, gazzola,10, franks place, citi centre, alice springs,6009, qld,19630524,466-2409
 jared, meaney,2, northbourne avenue, york house, mitcham,3141, qld,19431210,374-4694
 hugh, rook,52, badimara street, , warburton,2040, qld,19231010,143-8323
 vendula, middlin,4, baldwin drive, , orbost,6108, wa,19790820,480-8614
 aaliyah, ottens,17, mullan street, hinton brook, ascot vale,3199, sa,19181214,300-4031
 chelsea, baillie,93, keane place, villa 36 sovereign garden, st ives,3875, vic,19040318,333-8604
 joshua, white,93, archibald street, allman court, narrogin,2280, nsw,19611206,205-9387
 george, noble,1188, fawkner street, willandra, ormeau,3199, qld,19430912,767-2726
 delaney, ,3, o'sullivan street, the lodge, mount evelyn,2166, nsw,19331220,713-3986
 owen, haeusler,9, martley circuit, the willows, mount riverview,5083, qld,19361018,283-7091
 tyler, edgecombe,9, willoughby crescent, , bray park,2324, vic,19551113,893-6270
 hannah, ho,13, bradfield street, cremona stud, hurstbridge,2795, nsw,19180207,693-8730
 sara, carmody,14, gilmore crescent, brentwood vlge, denmark,4560, wa,19830421,788-0298
 ella, hawes,51, stubbs crescent, , kaleen,3195, nsw,19100115,399-8567
 liam, scerri,55, benham street, the sycamores, berwick,6155, vic,19320829,948-9744
 olivia, druitt,22, hacking crescent, westminster village, greenacre,5141, vic,19950307,752-7562
 silas, painter,6, parkhill street, glendora, st peters,3338, vic,19280710,416-4696
 jack, vick,23, noble close, st johns retirement, rivett,7252, nsw,19550905,844-9880
 jessica, michelmore,103, fimister circuit, swannie, mooroolbark,4174, nsw,19761101,640-6097
 brigette, rankine,47, chewings street, gostwyck, west lakes,2229, qld,19750725,521-4389
 nicola, leonardi,22, port arthur street, crown chambers, ryde,2299, nsw,19170219,356-8632
 kylee, kincaid,16, eucumbene drive, ochiltree, leongatha,2232, qld,19300802,466-2381
 zac, vincent,19, sturt avenue, grandview, brighton-le-sands,6024, nsw,19250320,489-8468
 kydan, gigney,64, o'rourke street, timdoolin, shellharbour,4059, nsw,19760409,327-9351
 nikita, mcgregor,1, sherwood circuit, cooranga, frankston,3892, sa,19250127,513-4549
 keeley, moolenaar,18, tangari street, sec 1, mosman,4680, nsw,19240130,264-7421
 alana, zoanetti,19, gudgenby close, , birkdale,2113, sa,19510214,141-2351
 sophie, manson,14, elizabeth crescent, manor house, gorokan,3465, vic,19510201,481-8868
 ajay, chetwyn,13, cope place, c/-the student village, ,2164, nsw,19290222,625-8884
 madeline, mahon,27, medworth crescent, airforce memorial estate, rosebud,3107, sa,19970711,891-1383
 john-paul, conrick, , marrakai street, gummin gummin, canterbury,2263, qld,19651203,616-4537
 emiily, braithwaite,86, beasley street, belmont bayview park, st agnes,4814, nsw,19140328,446-4915
 alessandra, druitt,4, frome street, brightwater villas, dunsborough,2795, qld,19810517,782-8185
 kelsey, ovens,63, biraban place, eventide homes, st albans,2470, act,19891030,485-0685
 anton, goode,11, lalor street, killara homestead, taree,2195, vic,19081025,312-8289
 lauren, white,53, collings street, wollumbi, pacific paradise,3041, nsw, ,925-0255
 josephine, yu,145, hensman street, lambar, burwood,6164, wa,19110903,579-2336
 james, hyland,38, hurley street, springmount, emu plains,3207, nsw,19870607,779-1289
 noah, flatman,13, mawalan street, northbourne, frankston,5049, vic,19790808,656-4082
 hannah, witkin,32, mcinnes street, , lewiston,3134, sa,19690707,233-9019
 isaiah, crossman,14, hopetoun circuit, inveraray, emu park,3175, nsw,19680729,704-5589
 nathan, cannell,13, theodore street, iona downs, emerald,2570, nsw,19000823,629-4140
 thomas, mcauslan,14, truganini place, , bongaree,5046, nt,19801028,894-4611
 tommy, morrison,49, mcnamara street, rowan lodge, north ryde,2038, nsw,19231010,181-5246
 , vincent,47, kent street, blue hills, forest hill,4655, vic,19190304,nan-
 max, stanley,20, whitford place, , manly vale,3095, nsw,19870211,865-8470
 joel, lodge,200, steinwedel street, kmart p plaza, toowoomba,4012, wa,19710830,265-5513
 daniel, coleman,1, russell drysdale crescent, palm lake resort, mount eliza,6159, wa,19651018,161-5911
 blake, howie,1, cutlack street, belmont park belted galloway stud, budgewoi,6017, vic,19250301,518-0548
 amalia, lowe,242, cobbett place, walnut grove estate, mooroolbark,2153, qld,19490507,927-5399
 grace, white,27, beagle street, apmnt 203, morwell,4655, sa,19411110,349-8158
 jacob, maynard,11, lutana street, caprice, lower templestowe,2720, nsw,19370219,200-9297
 jacqueline, abbondandola,24, myers place, ingledell, seelands,2560, tas,19590617,725-6635
 michael, drechsler,5, hone place, , newcomb,3032, qld,19291014,390-2049
 elton, noble,1, molineaux place, willows trees, port vincent,2208, qld,19350729,146-6352
 kaleb, george,35, troughton street, inglewood, aldgate,5159, vic,19980115,183-0121
 jasmine, wardle,25, smiths road, westholme, prospect,5007, nsw, ,765-0116
 joshua, campbell,1, jonsson court, , bayswater,6353, nsw,19261206,614-9683
 lachlan, ,27, mugga way, , leichhardt,2150, nsw,19700930,683-8887
 danielle, nygaard,1, battersby circuit, iron shoe lodge, burwood,5271, nsw,19350414,258-9501
 brooke, ryan,93, brawn place, moorilla, greenacre,3040, nsw,19100427,739-2488
 ethan, muthukuda,25, , glen fern, hillside,2250, vic,19581107,442-1577
 portia, coumans,14, wakool circuit, silverweir, geurie,3875, qld,19060626,663-7994
 dillon, coleman,8, paul coe crescent, clinton caravan park, yarraville,3260, nsw,19531117,183-5941
 millie, clarke,16, darcy close, marjories corner, greenwith,3150, nsw,19160503,508-0999
 cameron, wilkins,528, bruxner close, iventure, albury,4670, sa,19580516,133-4190
 jarod, clarke,19, boldrewood street, locn 7560, fairlight,2028, vic,19151004,960-4490
 blake, beelitz,26, ranken place, goodrick park, elwood,4740, nsw,19760330,813-3663
 wil, araya,57, sandover circuit, , belmont,4220, wa,19770709,917-9475
 samantha, barre,14, gouger street, cedar bay, balwyn north,2150, wa,19640121,280-1474
 jessica, berry, , lindrum crescent, cloverdene, point lonsdale,2290, vic,19010829,379-6385
 chloe, tennent,12, carstensz street, john curtin hostel, ringwood,2295, vic,19980713,960-6434
 gabriel, estcourt,3, banks street, the mews royal hotel bldg, renown park,2541, nsw,19210501,378-3783
 xavier, campbell,9, norton street, pine camp, coniston,5092, nsw,19640316,917-8267
 brigette, siviour,19, bromley street, rowethorpe, parramatta,3204, nsw,19691123,439-3770
 holly, petersen,13, marou place, never die, birkdale,6530, nsw,19271213,950-0792
 tansy, carp,11, fiveash street, blueberry, loxton north,3551, wa,19360605,580-1878
 james, dixon,68, fanning place, regal oaks retirement vlge, marsden,4300, qld,19750913,819-8316
 taylah, weller,12, eaglemont retreat, kalang, point vernon,2066, nsw,19111122,443-3270
 wilson, sporn,5, barnett close, sherwood, bowral,2008, tas,19311113,362-9982
 hayley, dixon,32, ashkanasy crescent, enderlee, cohuna,2069, nsw,19300303,635-5088
 samara, reid,6, gardiner street, yulunga, blacktown,5433, nsw,19020405,488-9678
 zane, dixon,29, boustead circuit, baranbali, redbank plains,4740, nsw,19590328,330-8725
 jasper, herbert,8, werriwa crescent, lyndilan, mill park,6163, sa,19640905,304-8660
 madison, meaney,22, julius street, east end, seaforth,3690, sa,19731218,746-6921
 evan, kranz,33, pandanus street, tantallon, bowral,2264, nsw,19330726,658-1103
 emiily, campbell,12, mokoan place, rosetta village, balwyn north,3551, vic,19580917,344-0031
 holly, clarke,16, ballumbir street, talooby, sale,3163, nsw,19121217,830-3839
 nathan, simmonds,86, aspinall street, southwold, ,3556, nsw,19230105,821-7104
 kiria, ryan,41, rumsey place, mount marion, hayborough,2289, wa,19081205,149-0347
 sophie, friswell,40, shannon circuit, sunbury, geurie,3181, nsw,19050421,750-2749
 harry, beattie,91, watson street, yengola, kempsey,2536, nsw,19831227,626-2171
 jesse, sarnyai,67, sandover circuit, morris towers, ballarat,2071, qld,19350511,704-7460
 madeline, bradshaw,22, saywell place, little nest, charlestown,6430, nsw,19190915,377-6965
 oliver, ,4, jeanette place, mehruda, mosman,4226, sa, ,700-7321
 polly, perin,4, fellows street, northwood park, belmont,6056, vic,19480215,256-4677
 pearson, shepherd,13, de graaff street, springdale, beverly hills,2650, vic,19320517,633-4586
 benjamin, miles,15, totterdell street, poplar bend, acton,6317, qld,19830303,438-5595
 michael, sroczek, , chaseling street, marella, wellington point,2262, wa,19110110,840-7592
 stephanie, dudek,181, forbes street, , buddina,3226, qld,19130127,624-6452
 liam, jolly,10, endeavour street, pinnacles caravn park, mansfield,7310, qld,19931105,250-5329
 nell, campbell,4, stroud place, st pauls court, lindfield,6011, vic,19170614,565-9846
 joshua, morrison,26, bainbridge close, glenfyne angus stud, adelaide,2071, vic,19870429,868-4749
 nicholas, coffey,12, conder street, kangaroo grnd, cranbourne,2762, qld,19530924,270-1477
 cameron, matthews,6, blackett crescent, cranbrook, peterborough,4701, qld,19320515,269-2792
 adela, lomman,7, , canberra hse, frankston,3158, vic,19980301,254-8086
 laklynn, mcneill,73, forbes street, peridon vlge, tuart hill,4217, nsw,19690421,843-1709
 micah, green,26, blakely row, kelanna, harbord,4502, wa,19911228,268-7580
 ethan, paine,111, galloway street, hvd cottage, largs,4680, vic,19190329,535-6894
 zachariah, steed,24, hamelin crescent, surfers hawaiian, preston beach,4214, nsw,19300502,934-0008
 blakeston, curihual,35, wheadon street, kyree, broadmeadows,3138, vic,19820725,924-1622
 abbey, finlay,14, lipman street, willowcrest, park holme,2680, vic,19711028,240-7770
 erin, embrey,31, arabana street, caloundra family medical practice trinit, caves beach,4000, vic,19990704,755-6655
 benjamin, menzies,3, bangalay crescent, gowrie, toowong,2903, nsw,19570601,536-3153
 keegan, stubbs,30, sellwood street, transvaal, westmeadows,4870, nsw,19650506,973-6949
 bethany, dixon,25, burraly court, denny downs, culburra,2208, nsw,19850214,565-0922
 thomas, manson,22, birbai place, karsul, frankston,6532, nsw,19160504,367-0653
 , robson,10, flegg crescent, kuliup, woongarrah,3149, nsw,19880603,608-4403
 seanna, pendle,20, mcleod place, hawkins masonic vlge, kogarah,4600, nsw,19670602,814-9220
 mia, garrigan,53, michie street, westholme, armidale,3178, nsw,19700522,641-6070
 chase, gilbertson,5, tipiloura street, cornvale, gununa,3083, nsw,19760713,983-2872
 jake, pascoe, , gooreen street, lords house, mittagong,3023, wa,19300716,830-0308
 matthew, gulliver,50, malcolm place, , sefton,4817, nsw,19790129,246-2951
 marleigh, paterson,28, canopus crescent, kirklands, devonport,2800, vic,19820824,747-2468
 joel, reid,7, pearson street, lytton, floreat,3153, qld,19051112,152-3622
 raquel, ,11, windeyer street, kookaburra village, revesby,2134, qld,19850128,177-0895
 zachariah, thorpe,47, fidge street, , belmont,4216, nsw,19880124,972-1662
 gabriel, tippins,6, kirby place, moranbah, wentworth falls,4655, nsw,19660608,384-0632
 ella, chell,16, lawrence close, sec 301, harris park,4650, wa,19230110,957-3051
 , clarke, , edkins street, conmurra, robina,2162, nsw,19360520,212-0525
 lucy, callahan,73, bainbridge close, bungarra, rowville,4209, vic,19430602,966-3021
 alexander, stephenson,319, kinsella street, windy gully, lalor,5043, vic,19940316,198-6381
 mitchell, hruby,23, illidge place, milbrodale, crescent head,6225, qld,19790712,394-5815
 ashlee, bishop,40, john james hospital, omaha, dromana,4816, nsw,19000916,826-9833
 , grierson,326, , sect 106, mcmahons point,6326, tas,19181212,410-7638
 ruby, finlay,39, alabaster street, parklands village, aldinga beach,5076, qld,19780302,498-4170
 benjamin, yen,43, kambalda crescent, elmwood, findon,3807, nsw,19850706,nan-
 ben, white,466, louis loder street, parry hse, wakeley,3796, qld,19670921,937-6814
 ryan, clarke,42, goodchild street, villa 5, sandy bay,2095, nsw,19940903,910-0049
 george, neeb,33, goyder street, killarney park, warrell creek,4114, vic,19581231,153-9196
 benjamin, moody,34, fernyhough crescent, huongold, port augusta,3192, vic,19180612,488-7764
 lachlan, clayden,4, atkinson street, parklands village, buninyong,2765, qld,19330705,742-7334
 lachlan, pascoe,5, hodgson crescent, inishmore, toowong,2766, vic,19470107,160-6779
 katelyn, slack-smith,5, mugga way, bundong, marrara,3505, nsw,19990408,336-4407
 darcy, montfort,194, , upper newee creek street, mount helen,2448, qld,19580822,609-9624
 lily, mccaffrey,166, john cleland crescent, kirkdale, port pirie,4870, vic,19260727,871-1730
 kirra, okoniewski,11, , molyneux hse, kardinya,5330, nsw,19700823,207-7704
 hayden, richmond,59, louis loder street, wattagan, craigmore,2192, nsw,19670619,109-8844
 malakai, palethorpe,23, marsden street, boonal, gaven,2340, nsw,19031029,635-6251
 tabitha, walch,22, kosciusko avenue, sec 311, tumbarumba,2340, vic,19380223,230-7700
 jack, steinert,61, french street, meadows estate, adamstown,4350, vic,19460712,369-1990
 brianna, lock,202, basedow street, emily farm, blair athol,2580, ,19460618,795-9981
 genevieve, ronan,37, mokare street, finis river, yunderup,2675, vic,19980924,957-1750
 james, kullmann,79, deloraine street, strauss, park holme,5009, vic,19120424,926-6755
 sophie, masolatti,67, lyndon street, locn 217, wynnum west,2022, sa,19320713,441-4033
 jasmine, pavli,44, fellows street, little pines, woodville south,6230, sa,19610408,766-8302
 imogen, rees,5, ewing street, austral farm, diggers rest,4034, qld,19160829,964-3284
 sonja, hyland,86, flanagan street, dodonaea wing, boyup brook,2032, qld,19840708,535-4642
 harry, mason,42, jabanungga avenue, crown reserve, ryde,4490, wa,19650607,957-7264
 taylah, meaney,60, lumholtz place, cordelia state, torquay,2282, vic,19470106,174-4252
 harry, gaden,208, , musgrave house, surry hills,3216, vic,19770407,599-9211
 cambell, croker,4, baldwin drive, wemyss, moodiarrup,836, act,19741117,173-4947
 jared, klemm,78, , gloccamorra, bateman,6152, act,19770328,461-6949
 shai, reid,15, morant circuit, stone oak farm, maitland,2905, vic,19151011,582-4638
 chelsea, ryan,50, osburn drive, hansons estate, punchbowl,4869, nsw,19091017,661-5930
 scott, hoggan,6, zox circuit, strageath, northmead,5031, qld,19781105,206-3442
 ella, wisby,91, kingscote crescent, , homebush,2291, wa,19920720,930-1098
